#                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN12536_c0_g1_i3:245-1561  -            439 30830at7898          -            608  6.6e-260  862.6  15.7   1   1  1.3e-261  1.5e-258  858.1  15.7     1   415     1   433     1   437 0.95 -
TRINITY_DN12536_c0_g1_i1:234-1469  -            412 30830at7898          -            608  1.2e-256  851.8   3.5   1   1  1.4e-259  1.6e-256  851.4   3.5     1   397     1   410     1   412 0.96 -
TRINITY_DN12536_c0_g2_i1:359-1387  -            343 30830at7898          -            608   3.4e-80  269.1  31.0   1   3   1.3e-45   1.5e-42  144.7   4.9   407   501     3   100     1   118 0.90 -
TRINITY_DN12536_c0_g2_i1:359-1387  -            343 30830at7898          -            608   3.4e-80  269.1  31.0   2   3   6.9e-13   7.9e-10   36.6  10.4   494   552   190   267   186   272 0.73 -
TRINITY_DN12536_c0_g2_i1:359-1387  -            343 30830at7898          -            608   3.4e-80  269.1  31.0   3   3   1.1e-31   1.3e-28   98.7   4.3   500   608   249   343   241   343 0.77 -
TRINITY_DN127_c2_g2_i1:0-842       -            281 30830at7898          -            608    0.0011   16.3   1.4   1   2   0.00016      0.18    9.1   0.1    18    49   118   149   110   160 0.84 -
TRINITY_DN127_c2_g2_i1:0-842       -            281 30830at7898          -            608    0.0011   16.3   1.4   2   2    0.0011       1.3    6.2   0.1   162   192   160   190   149   199 0.84 -
TRINITY_DN14918_c0_g1_i3:2001-2573 -            191 30830at7898          -            608     0.046   11.0   0.8   1   1   6.2e-05      0.07   10.4   0.8   175   194   103   122    85   130 0.88 -
TRINITY_DN14918_c0_g1_i5:2042-2614 -            191 30830at7898          -            608     0.046   11.0   0.8   1   1   6.2e-05      0.07   10.4   0.8   175   194   103   122    85   130 0.88 -
TRINITY_DN11951_c0_g1_i1:854-2017  -            388 30830at7898          -            608       8.2    3.6   9.2   1   3    0.0023       2.6    5.2   0.7    19    58    14    52     5    68 0.85 -
TRINITY_DN11951_c0_g1_i1:854-2017  -            388 30830at7898          -            608       8.2    3.6   9.2   2   3     0.031        35    1.5   0.1   166   175   284   293   273   306 0.72 -
TRINITY_DN11951_c0_g1_i1:854-2017  -            388 30830at7898          -            608       8.2    3.6   9.2   3   3     0.057        65    0.6   0.1    19    48   310   338   301   344 0.85 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/30830at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/rerun_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/rerun_results/30830at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/30830at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/rerun_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 13:04:29 2022
# [ok]
