#                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN10220_c0_g1_i2:140-829   -            230 71141at7898          -            311  4.8e-121  402.7   1.0   1   2  8.8e-106  4.6e-103  343.7   0.0     1   167     1   172     1   186 0.97 -
TRINITY_DN10220_c0_g1_i2:140-829   -            230 71141at7898          -            311  4.8e-121  402.7   1.0   2   2   7.5e-19     4e-16   58.1   0.3   167   201   194   228   177   229 0.93 -
TRINITY_DN10220_c0_g1_i10:140-1545 -            251 71141at7898          -            311  4.8e-121  402.7   0.8   1   1  4.9e-121  2.6e-118  393.8   0.8     1   201     1   228     1   240 0.95 -
TRINITY_DN10220_c0_g1_i1:140-856   -            239 71141at7898          -            311  5.2e-121  402.6   0.9   1   1  5.3e-121  2.8e-118  393.7   0.9     1   201     1   228     1   230 0.95 -
TRINITY_DN1848_c0_g2_i2:418-1512   -            365 71141at7898          -            311  1.4e-108  361.8   3.4   1   2   2.1e-50   1.1e-47  161.8   0.0    15   167    14   172     6   177 0.91 -
TRINITY_DN1848_c0_g2_i2:418-1512   -            365 71141at7898          -            311  1.4e-108  361.8   3.4   2   2   5.7e-62     3e-59  199.8   1.8   166   311   201   360   176   360 0.88 -
TRINITY_DN1848_c0_g2_i8:418-1494   -            359 71141at7898          -            311  2.1e-108  361.2   3.9   1   1  8.8e-108  4.7e-105  350.2   3.9    15   311    14   354     6   354 0.87 -
TRINITY_DN22000_c0_g1_i2:1-711     -            237 71141at7898          -            311     1e-87  293.3   9.3   1   2   8.4e-15   4.5e-12   44.8   0.1   129   168    11    50     2    54 0.91 -
TRINITY_DN22000_c0_g1_i2:1-711     -            237 71141at7898          -            311     1e-87  293.3   9.3   2   2     3e-77   1.6e-74  249.9   5.8   165   310    69   228    61   229 0.92 -
TRINITY_DN1848_c0_g2_i10:443-1093  -            217 71141at7898          -            311   4.5e-61  205.8   4.4   1   2    0.0034       1.8    6.7   0.0   131   167     1    37     1    45 0.92 -
TRINITY_DN1848_c0_g2_i10:443-1093  -            217 71141at7898          -            311   4.5e-61  205.8   4.4   2   2   7.2e-62   3.8e-59  199.4   2.2   167   308    61   216    41   217 0.89 -
TRINITY_DN1848_c0_g2_i3:345-995    -            217 71141at7898          -            311   4.7e-61  205.7   4.4   1   2    0.0036       1.9    6.6   0.0   131   167     1    37     1    43 0.92 -
TRINITY_DN1848_c0_g2_i3:345-995    -            217 71141at7898          -            311   4.7e-61  205.7   4.4   2   2   6.2e-62   3.2e-59  199.6   2.0   167   308    61   216    41   217 0.89 -
TRINITY_DN1848_c0_g2_i7:463-1005   -            181 71141at7898          -            311   4.8e-48  162.9   0.0   1   1   1.1e-50   5.8e-48  162.7   0.0    17   167     1   157     1   162 0.92 -
TRINITY_DN4456_c0_g1_i4:1108-2172  -            355 71141at7898          -            311   2.8e-38  130.8   1.5   1   1   4.1e-38   2.2e-35  121.4   1.5    78   309    69   355     2   355 0.68 -
TRINITY_DN4456_c0_g1_i3:1984-2844  -            287 71141at7898          -            311   1.4e-37  128.5   0.8   1   1     5e-38   2.6e-35  121.1   0.8    91   309    17   287     1   287 0.69 -
TRINITY_DN24089_c0_g1_i4:782-1780  -            333 71141at7898          -            311   1.8e-35  121.7   0.2   1   1   1.1e-36   5.6e-34  116.7   0.2    43   309     9   333     2   333 0.72 -
TRINITY_DN24089_c0_g1_i8:782-1780  -            333 71141at7898          -            311   1.8e-35  121.7   0.2   1   1   1.1e-36   5.6e-34  116.7   0.2    43   309     9   333     2   333 0.72 -
TRINITY_DN24089_c0_g1_i9:782-1780  -            333 71141at7898          -            311   1.8e-35  121.7   0.2   1   1   1.1e-36   5.6e-34  116.7   0.2    43   309     9   333     2   333 0.72 -
TRINITY_DN24089_c0_g1_i10:291-1097 -            269 71141at7898          -            311   2.6e-32  111.3   1.9   1   1   1.2e-33   6.2e-31  106.7   1.9    97   309     5   269     1   269 0.64 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/71141at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/rerun_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/rerun_results/71141at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/71141at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/rerun_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 13:04:23 2022
# [ok]
