#                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN18056_c0_g1_i1:0-374     -            125 107368at7898         -            183   4.8e-67  224.3   0.7   1   1   3.2e-68   6.6e-67  223.9   0.7     1   107    10   125    10   125 0.96 -
TRINITY_DN18056_c0_g1_i5:43-504    -            125 107368at7898         -            183   1.6e-65  219.3   0.6   1   1   1.2e-66   2.4e-65  218.8   0.6     1   107    10   125    10   125 0.96 -
TRINITY_DN18056_c0_g1_i4:52-276    -             75 107368at7898         -            183   8.7e-38  128.9   3.1   1   1   6.8e-39   1.4e-37  128.3   3.1    39   104     1    75     1    75 0.94 -
TRINITY_DN27548_c0_g1_i1:140-838   -            233 107368at7898         -            183   5.6e-35  119.8   0.2   1   2   1.1e-18   2.2e-17   62.5   0.0    12   102     3   102     1   103 0.84 -
TRINITY_DN27548_c0_g1_i1:140-838   -            233 107368at7898         -            183   5.6e-35  119.8   0.2   2   2   3.2e-17   6.5e-16   57.7   0.0    51   158   100   212    99   232 0.82 -
TRINITY_DN3735_c0_g1_i2:169-729    -            187 107368at7898         -            183   4.8e-28   97.2   0.0   1   1     3e-29   6.2e-28   96.8   0.0    13   161     7   168     1   183 0.83 -
TRINITY_DN3735_c0_g1_i7:169-729    -            187 107368at7898         -            183   4.8e-28   97.2   0.0   1   1     3e-29   6.2e-28   96.8   0.0    13   161     7   168     1   183 0.83 -
TRINITY_DN3735_c0_g1_i13:169-711   -            181 107368at7898         -            183   5.4e-28   97.0   0.0   1   1   3.4e-29     7e-28   96.7   0.0    13   161     7   168     1   179 0.83 -
TRINITY_DN3735_c0_g1_i6:169-711    -            181 107368at7898         -            183   5.4e-28   97.0   0.0   1   1   3.4e-29     7e-28   96.7   0.0    13   161     7   168     1   179 0.83 -
TRINITY_DN2441_c0_g1_i1:105-614    -            170 107368at7898         -            183     2e-26   91.9   0.0   1   1   1.3e-27   2.7e-26   91.5   0.0     9   157     5   166     1   169 0.82 -
TRINITY_DN2441_c0_g1_i2:113-622    -            170 107368at7898         -            183     2e-26   91.9   0.0   1   1   1.3e-27   2.7e-26   91.5   0.0     9   157     5   166     1   169 0.82 -
TRINITY_DN3735_c0_g1_i12:169-726   -            186 107368at7898         -            183     2e-26   91.9   0.0   1   1   1.3e-27   2.6e-26   91.5   0.0    13   160     7   167     1   178 0.84 -
TRINITY_DN3735_c0_g1_i1:169-696    -            176 107368at7898         -            183   2.1e-26   91.8   0.0   1   1   1.3e-27   2.7e-26   91.5   0.0    13   160     7   167     1   175 0.84 -
TRINITY_DN3735_c0_g1_i5:169-696    -            176 107368at7898         -            183   2.1e-26   91.8   0.0   1   1   1.3e-27   2.7e-26   91.5   0.0    13   160     7   167     1   175 0.84 -
TRINITY_DN12377_c1_g2_i1:1040-1630 -            197 107368at7898         -            183   2.9e-26   91.4   0.0   1   1   1.9e-27   3.9e-26   91.0   0.0    14   168     1   168     1   177 0.85 -
TRINITY_DN1727_c2_g1_i1:17-514     -            166 107368at7898         -            183   3.3e-26   91.2   0.1   1   1   2.1e-27   4.4e-26   90.8   0.1    13   156     6   162     1   166 0.83 -
TRINITY_DN5924_c1_g1_i1:115-615    -            167 107368at7898         -            183   4.5e-26   90.8   0.1   1   1   3.3e-27   6.7e-26   90.2   0.1    10   145     6   151     2   161 0.88 -
TRINITY_DN5924_c1_g1_i2:134-634    -            167 107368at7898         -            183   4.5e-26   90.8   0.1   1   1   3.3e-27   6.7e-26   90.2   0.1    10   145     6   151     2   161 0.88 -
TRINITY_DN5924_c1_g1_i3:209-709    -            167 107368at7898         -            183   4.5e-26   90.8   0.1   1   1   3.3e-27   6.7e-26   90.2   0.1    10   145     6   151     2   161 0.88 -
TRINITY_DN1727_c2_g3_i1:286-783    -            166 107368at7898         -            183   5.1e-26   90.6   0.1   1   1   3.3e-27   6.8e-26   90.2   0.1    13   156     6   162     1   166 0.83 -
TRINITY_DN1727_c2_g3_i2:279-776    -            166 107368at7898         -            183   5.1e-26   90.6   0.1   1   1   3.3e-27   6.8e-26   90.2   0.1    13   156     6   162     1   166 0.83 -
TRINITY_DN1138_c0_g1_i3:1089-1586  -            166 107368at7898         -            183   5.5e-26   90.5   0.1   1   1   3.6e-27   7.4e-26   90.1   0.1    13   156     6   162     1   166 0.84 -
