#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN4357_c1_g1_i2:127-1515 -            463 52178at7898          -            405    1e-252  837.6   2.2   1   2   1.7e-31     6e-28   97.5   0.3     1    56     5    60     5    68 0.95 -
TRINITY_DN4357_c1_g1_i2:127-1515 -            463 52178at7898          -            405    1e-252  837.6   2.2   2   2  1.3e-226  4.4e-223  740.1   0.1    53   405    85   453    80   453 0.97 -
TRINITY_DN4357_c1_g1_i6:127-1455 -            443 52178at7898          -            405  5.6e-229  759.5   8.0   1   3   1.6e-31   5.6e-28   97.5   0.3     1    56     5    60     5    68 0.95 -
TRINITY_DN4357_c1_g1_i6:127-1455 -            443 52178at7898          -            405  5.6e-229  759.5   8.0   2   3  1.9e-140  6.6e-137  456.3   0.2    53   267    85   307    81   308 0.97 -
TRINITY_DN4357_c1_g1_i6:127-1455 -            443 52178at7898          -            405  5.6e-229  759.5   8.0   3   3   7.4e-66   2.6e-62  210.6   0.2   288   405   308   433   307   433 0.96 -
TRINITY_DN4357_c1_g1_i4:127-1044 -            306 52178at7898          -            405    2e-166  553.5   2.5   1   2   9.3e-32   3.2e-28   98.3   0.3     1    56     5    60     5    68 0.95 -
TRINITY_DN4357_c1_g1_i4:127-1044 -            306 52178at7898          -            405    2e-166  553.5   2.5   2   2  3.4e-140  1.2e-136  455.4   0.1    53   266    85   306    79   306 0.97 -
TRINITY_DN4357_c1_g1_i7:318-656  -            113 52178at7898          -            405   1.5e-47  162.0   0.1   1   1   4.9e-51   1.7e-47  161.8   0.1   311   405     1   103     1   103 0.94 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/52178at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/initial_run_results/52178at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/52178at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 12:53:59 2022
# [ok]
