#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN955_c1_g1_i1:464-1195  -            244 103041at7898         -            236  1.8e-160  531.3   0.3   1   1  5.3e-163    2e-160  531.1   0.3     1   236     4   244     4   244 0.99 -
TRINITY_DN12367_c0_g3_i4:97-792  -            232 103041at7898         -            236   7.2e-44  149.6   0.1   1   1   2.1e-46     8e-44  149.5   0.1     7   235     2   231     1   232 0.91 -
TRINITY_DN12367_c0_g3_i1:97-792  -            232 103041at7898         -            236   7.7e-44  149.5   0.1   1   1   2.3e-46   8.7e-44  149.4   0.1     7   235     2   231     1   232 0.90 -
TRINITY_DN12367_c0_g3_i3:110-805 -            232 103041at7898         -            236   9.4e-44  149.2   0.1   1   1   2.8e-46   1.1e-43  149.1   0.1     7   235     2   231     1   232 0.91 -
TRINITY_DN12367_c0_g3_i2:110-805 -            232 103041at7898         -            236     1e-43  149.1   0.1   1   1     3e-46   1.1e-43  149.0   0.1     7   235     2   231     1   232 0.91 -
TRINITY_DN12367_c0_g2_i1:116-811 -            232 103041at7898         -            236     2e-43  148.2   0.1   1   1   5.7e-46   2.2e-43  148.0   0.1     7   235     2   231     1   232 0.90 -
TRINITY_DN295_c0_g1_i3:958-1653  -            232 103041at7898         -            236   2.9e-41  141.1   0.1   1   1   8.4e-44   3.2e-41  140.9   0.1     7   234     3   230     1   232 0.92 -
TRINITY_DN295_c0_g1_i1:439-1137  -            233 103041at7898         -            236   1.6e-40  138.7   0.2   1   1   4.5e-43   1.7e-40  138.5   0.2     7   234     3   231     1   233 0.89 -
TRINITY_DN295_c0_g1_i2:439-1137  -            233 103041at7898         -            236   1.6e-40  138.7   0.2   1   1   4.5e-43   1.7e-40  138.5   0.2     7   234     3   231     1   233 0.89 -
TRINITY_DN2672_c0_g1_i2:284-952  -            223 103041at7898         -            236     2e-38  131.8   0.0   1   1   8.6e-41   3.3e-38  131.1   0.0     6   216    12   221     3   223 0.88 -
TRINITY_DN1748_c0_g1_i3:167-865  -            233 103041at7898         -            236     4e-38  130.8   0.0   1   1   1.1e-40   4.4e-38  130.7   0.0     7   219     8   217     2   233 0.90 -
TRINITY_DN1748_c0_g1_i5:679-1377 -            233 103041at7898         -            236     4e-38  130.8   0.0   1   1   1.1e-40   4.4e-38  130.7   0.0     7   219     8   217     2   233 0.90 -
TRINITY_DN1748_c0_g1_i4:158-865  -            236 103041at7898         -            236   4.1e-38  130.8   0.0   1   1   1.2e-40   4.5e-38  130.7   0.0     7   219     8   217     2   236 0.89 -
TRINITY_DN1748_c0_g1_i1:167-841  -            225 103041at7898         -            236     1e-37  129.5   0.0   1   1   2.8e-40   1.1e-37  129.4   0.0    11   219     4   209     1   225 0.90 -
