#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN887_c0_g1_i2:137-1975  -            613 36551at7898          -            527         0 1019.8   0.1   1   1         0         0 1012.8   0.1     1   527    12   613    12   613 0.92 -
TRINITY_DN887_c0_g1_i1:137-1075  -            313 36551at7898          -            527    2e-144  481.5   2.6   1   1  3.8e-145  8.8e-142  472.8   2.6     1   247    12   303    12   310 0.90 -
TRINITY_DN2056_c0_g1_i5:28-1701  -            558 36551at7898          -            527   0.00034   18.8   0.1   1   2   1.3e-05     0.031   12.3   0.0   105   140    87   122    14   171 0.76 -
TRINITY_DN2056_c0_g1_i5:28-1701  -            558 36551at7898          -            527   0.00034   18.8   0.1   2   2     0.003       6.9    4.6   0.0   322   412   340   426   319   505 0.77 -
TRINITY_DN2056_c0_g1_i8:182-1855 -            558 36551at7898          -            527   0.00034   18.8   0.1   1   2   1.3e-05     0.031   12.3   0.0   105   140    87   122    14   171 0.76 -
TRINITY_DN2056_c0_g1_i8:182-1855 -            558 36551at7898          -            527   0.00034   18.8   0.1   2   2     0.003       6.9    4.6   0.0   322   412   340   426   319   505 0.77 -
TRINITY_DN9657_c0_g2_i2:61-1692  -            544 36551at7898          -            527   0.00037   18.7   0.0   1   2   5.6e-07    0.0013   16.9   0.0   123   161    56    93    47   122 0.78 -
TRINITY_DN9657_c0_g2_i2:61-1692  -            544 36551at7898          -            527   0.00037   18.7   0.0   2   2      0.36   8.4e+02   -2.3   0.0   264   297   276   309   270   315 0.87 -
TRINITY_DN2056_c0_g1_i3:182-1855 -            558 36551at7898          -            527   0.00039   18.6   0.1   1   2   1.5e-05     0.035   12.1   0.0   105   140    87   122    14   162 0.77 -
TRINITY_DN2056_c0_g1_i3:182-1855 -            558 36551at7898          -            527   0.00039   18.6   0.1   2   2     0.003       6.9    4.6   0.0   322   412   340   426   319   505 0.77 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/36551at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/initial_run_results/36551at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/36551at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 12:53:39 2022
# [ok]
