#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN7737_c3_g1_i1:106-1263 -            386 83797at7898          -            308  2.2e-173  575.1   0.2   1   3      0.45     7e+02   -1.3   0.0     1    11    16    26    16    38 0.77 -
TRINITY_DN7737_c3_g1_i1:106-1263 -            386 83797at7898          -            308  2.2e-173  575.1   0.2   2   3  1.4e-176  2.2e-173  575.1   0.2    11   296    49   354    43   363 0.95 -
TRINITY_DN7737_c3_g1_i1:106-1263 -            386 83797at7898          -            308  2.2e-173  575.1   0.2   3   3      0.88   1.3e+03   -2.3   0.1   297   308   374   385   371   385 0.89 -
TRINITY_DN9177_c0_g1_i1:789-1823 -            345 83797at7898          -            308   8.9e-56  188.8   0.0   1   1   7.6e-59   1.2e-55  188.4   0.0    11   283    50   326    43   338 0.92 -
TRINITY_DN9177_c0_g1_i4:205-1239 -            345 83797at7898          -            308   8.9e-56  188.8   0.0   1   1   7.6e-59   1.2e-55  188.4   0.0    11   283    50   326    43   338 0.92 -
TRINITY_DN4177_c0_g1_i2:256-1290 -            345 83797at7898          -            308   2.3e-33  115.2   0.1   1   1     2e-36   3.1e-33  114.8   0.1    11   282    58   342    50   344 0.82 -
TRINITY_DN4177_c0_g1_i3:258-1292 -            345 83797at7898          -            308   2.3e-33  115.2   0.1   1   1     2e-36   3.1e-33  114.8   0.1    11   282    58   342    50   344 0.82 -
TRINITY_DN4177_c0_g1_i7:256-1290 -            345 83797at7898          -            308   2.3e-33  115.2   0.1   1   1     2e-36   3.1e-33  114.8   0.1    11   282    58   342    50   344 0.82 -
TRINITY_DN4177_c0_g1_i12:8-862   -            285 83797at7898          -            308   6.3e-33  113.7   0.1   1   1   4.8e-36   7.3e-33  113.5   0.1    12   281     3   285     1   285 0.82 -
TRINITY_DN8637_c0_g4_i3:136-1208 -            320 83797at7898          -            308   8.6e-10   37.8   0.0   1   1   7.7e-13   1.2e-09   37.3   0.0    13   211    66   263    63   274 0.86 -
TRINITY_DN8637_c0_g4_i2:136-1126 -            328 83797at7898          -            308   9.3e-10   37.7   0.1   1   1   8.3e-13   1.3e-09   37.2   0.1    13   211    66   263    63   272 0.86 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/83797at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/initial_run_results/83797at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/83797at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 12:54:23 2022
# [ok]
