#                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN33869_c0_g1_i1:190-603   -            138 126039at7898         -            122   4.2e-69  229.8  10.9   1   1   2.1e-72   4.8e-69  229.6  10.9     1   122     2   131     2   131 0.97 -
TRINITY_DN14064_c0_g1_i1:2006-2236 -             77 126039at7898         -            122    0.0038   16.8   0.4   1   1   1.8e-06    0.0041   16.7   0.4    63   120    19    75     5    77 0.81 -
TRINITY_DN14064_c0_g1_i2:2006-2236 -             77 126039at7898         -            122    0.0038   16.8   0.4   1   1   1.8e-06    0.0041   16.7   0.4    63   120    19    75     5    77 0.81 -
TRINITY_DN14064_c0_g1_i3:2462-2692 -             77 126039at7898         -            122    0.0038   16.8   0.4   1   1   1.8e-06    0.0041   16.7   0.4    63   120    19    75     5    77 0.81 -
TRINITY_DN5192_c0_g1_i2:160-2589   -            810 126039at7898         -            122      0.01   15.4   0.1   1   3         1   2.3e+03   -1.9   0.0    53    75    66    89    46   107 0.74 -
TRINITY_DN5192_c0_g1_i2:160-2589   -            810 126039at7898         -            122      0.01   15.4   0.1   2   3     0.058   1.3e+02    2.1   0.0    85   113   319   349   266   354 0.86 -
TRINITY_DN5192_c0_g1_i2:160-2589   -            810 126039at7898         -            122      0.01   15.4   0.1   3   3   0.00034      0.79    9.3   0.0    54   111   366   423   357   433 0.86 -
TRINITY_DN5192_c0_g1_i9:258-2708   -            817 126039at7898         -            122     0.011   15.3   0.1   1   3         1   2.4e+03   -1.9   0.0    53    75    66    89    46   107 0.74 -
TRINITY_DN5192_c0_g1_i9:258-2708   -            817 126039at7898         -            122     0.011   15.3   0.1   2   3     0.058   1.3e+02    2.1   0.0    85   113   319   349   266   354 0.86 -
TRINITY_DN5192_c0_g1_i9:258-2708   -            817 126039at7898         -            122     0.011   15.3   0.1   3   3   0.00035       0.8    9.3   0.0    54   111   366   423   357   433 0.86 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/126039at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/initial_run_results/126039at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/126039at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 12:53:00 2022
# [ok]
