#                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN8120_c0_g1_i1:132-704    -            191 102792at7898         -            202  9.4e-105  348.4   0.1   1   1  9.3e-108  1.3e-104  347.9   0.1     1   176     1   191     1   191 0.95 -
TRINITY_DN8120_c0_g1_i2:132-840    -            191 102792at7898         -            202  1.2e-103  344.7   0.1   1   1  1.2e-106  1.7e-103  344.3   0.1     1   176     1   191     1   191 0.95 -
TRINITY_DN11044_c0_g1_i15:58-753   -            232 102792at7898         -            202   1.9e-94  314.7   0.2   1   1   1.8e-97   2.5e-94  314.3   0.2     1   202     1   232     1   232 0.92 -
TRINITY_DN11044_c0_g1_i6:58-753    -            232 102792at7898         -            202   1.9e-94  314.7   0.2   1   1   1.8e-97   2.5e-94  314.3   0.2     1   202     1   232     1   232 0.92 -
TRINITY_DN11044_c0_g1_i10:58-753   -            232 102792at7898         -            202   3.3e-94  313.9   0.1   1   1   3.2e-97   4.4e-94  313.5   0.1     1   202     1   232     1   232 0.92 -
TRINITY_DN11044_c0_g1_i11:58-753   -            232 102792at7898         -            202   3.3e-94  313.9   0.1   1   1   3.2e-97   4.4e-94  313.5   0.1     1   202     1   232     1   232 0.92 -
TRINITY_DN11044_c0_g1_i4:58-753    -            232 102792at7898         -            202   3.3e-94  313.9   0.1   1   1   3.2e-97   4.4e-94  313.5   0.1     1   202     1   232     1   232 0.92 -
TRINITY_DN11044_c0_g1_i9:58-753    -            232 102792at7898         -            202   3.3e-94  313.9   0.1   1   1   3.2e-97   4.4e-94  313.5   0.1     1   202     1   232     1   232 0.92 -
TRINITY_DN20985_c0_g1_i1:1190-1852 -            221 102792at7898         -            202   2.6e-23   82.4   0.0   1   1   5.1e-26     7e-23   81.0   0.0    18   171     5   180     1   199 0.75 -
TRINITY_DN20985_c0_g1_i2:1198-1860 -            221 102792at7898         -            202   2.6e-23   82.4   0.0   1   1   5.1e-26     7e-23   81.0   0.0    18   171     5   180     1   199 0.75 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/102792at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/initial_run_results/102792at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/102792at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 12:53:10 2022
# [ok]
