#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN21513_c0_g1_i1:39-662  -            208 113131at7898         -            178   1.2e-89  298.6   7.3   1   1   9.8e-93   1.9e-89  297.8   7.3     7   173    21   195     1   199 0.94 -
TRINITY_DN3017_c1_g2_i1:89-1006  -            306 113131at7898         -            178   1.7e-08   34.1   0.9   1   2     9e-11   1.8e-07   30.8   0.2    25    97     2    79     1    97 0.83 -
TRINITY_DN3017_c1_g2_i1:89-1006  -            306 113131at7898         -            178   1.7e-08   34.1   0.9   2   2       0.1     2e+02    1.4   0.0   112   168   143   213   132   221 0.60 -
TRINITY_DN580_c1_g1_i1:199-1110  -            304 113131at7898         -            178   6.6e-07   29.0   2.8   1   2   4.4e-10   8.6e-07   28.6   0.8    37   107    19    92     4   104 0.79 -
TRINITY_DN580_c1_g1_i1:199-1110  -            304 113131at7898         -            178   6.6e-07   29.0   2.8   2   2      0.42   8.3e+02   -0.7   0.0   129   169   170   212   139   219 0.63 -
TRINITY_DN580_c1_g1_i4:124-1035  -            304 113131at7898         -            178   6.6e-07   29.0   2.8   1   2   4.4e-10   8.6e-07   28.6   0.8    37   107    19    92     4   104 0.79 -
TRINITY_DN580_c1_g1_i4:124-1035  -            304 113131at7898         -            178   6.6e-07   29.0   2.8   2   2      0.42   8.3e+02   -0.7   0.0   129   169   170   212   139   219 0.63 -
TRINITY_DN580_c1_g1_i2:124-1050  -            309 113131at7898         -            178   8.5e-07   28.6   2.2   1   2   6.5e-10   1.3e-06   28.0   0.6    37   107    19    92     4   104 0.79 -
TRINITY_DN580_c1_g1_i2:124-1050  -            309 113131at7898         -            178   8.5e-07   28.6   2.2   2   2      0.48   9.6e+02   -0.9   0.0   130   169   176   217   144   223 0.65 -
TRINITY_DN3017_c1_g1_i1:110-1453 -            448 113131at7898         -            178   1.6e-05   24.5   0.5   1   2   2.5e-08   4.9e-05   22.9   0.1    38    96    20    81     5   100 0.81 -
TRINITY_DN3017_c1_g1_i1:110-1453 -            448 113131at7898         -            178   1.6e-05   24.5   0.5   2   2       1.6   3.2e+03   -2.6   0.0   145   162   332   349   316   396 0.60 -
TRINITY_DN3017_c1_g1_i9:123-1373 -            417 113131at7898         -            178   1.7e-05   24.4   0.6   1   2   2.2e-08   4.4e-05   23.1   0.2    38    96    20    81     5   101 0.81 -
TRINITY_DN3017_c1_g1_i9:123-1373 -            417 113131at7898         -            178   1.7e-05   24.4   0.6   2   2       1.5   2.9e+03   -2.4   0.0   146   162   302   318   285   366 0.60 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/113131at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/initial_run_results/113131at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/113131at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 12:52:56 2022
# [ok]
