#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN7251_c0_g2_i1:366-899  -            178 104342at7898         -            175   1.9e-31  109.0  29.9   1   1   9.2e-35   2.1e-31  108.9  29.9    16   166     1   159     1   171 0.89 -
TRINITY_DN19833_c0_g4_i1:42-395  -            118 104342at7898         -            175   6.4e-07   29.1  22.5   1   2   1.3e-07   0.00029   20.5   7.2    97   140     1    44     1    65 0.89 -
TRINITY_DN19833_c0_g4_i1:42-395  -            118 104342at7898         -            175   6.4e-07   29.1  22.5   2   2     8e-06     0.018   14.6   8.2    81   134    62   118    47   118 0.79 -
TRINITY_DN27529_c0_g1_i1:12-539  -            176 104342at7898         -            175      0.16   11.5  34.1   1   2     0.026        61    3.2  15.6    63   132    14    89     3    92 0.72 -
TRINITY_DN27529_c0_g1_i1:12-539  -            176 104342at7898         -            175      0.16   11.5  34.1   2   2   2.6e-05      0.06   12.9  12.0    77   133    91   149    89   175 0.75 -
TRINITY_DN1601_c1_g1_i1:16-483   -            156 104342at7898         -            175      0.74    9.4  40.1   1   1   0.00069       1.6    8.3  37.6    26   150    27   146    11   156 0.77 -
TRINITY_DN26183_c0_g2_i1:105-533 -            143 104342at7898         -            175      0.81    9.3  29.3   1   1    0.0022       5.1    6.7  29.3    37   163     1   143     1   143 0.75 -
TRINITY_DN26183_c0_g2_i6:105-533 -            143 104342at7898         -            175      0.81    9.3  29.3   1   1    0.0022       5.1    6.7  29.3    37   163     1   143     1   143 0.75 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/104342at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/initial_run_results/104342at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/104342at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 12:52:59 2022
# [ok]
