#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN15651_c0_g2_i1:101-526 -            142 105028at7898         -            218   3.8e-74  248.7   8.9   1   1   2.5e-77   4.4e-74  248.5   8.9     1   131     1   142     1   142 0.96 -
TRINITY_DN2575_c0_g1_i20:189-935 -            249 105028at7898         -            218   3.5e-26   91.9  17.5   1   1   5.9e-28     1e-24   87.1  17.5    15   214    25   234    22   238 0.71 -
TRINITY_DN2575_c0_g1_i8:189-935  -            249 105028at7898         -            218   3.5e-26   91.9  17.5   1   1   5.9e-28     1e-24   87.1  17.5    15   214    25   234    22   238 0.71 -
TRINITY_DN2575_c0_g1_i14:189-935 -            249 105028at7898         -            218   1.2e-25   90.1  18.2   1   1   2.1e-27   3.6e-24   85.3  18.2    15   214    25   234    22   238 0.71 -
TRINITY_DN2575_c0_g1_i1:189-935  -            249 105028at7898         -            218   1.2e-25   90.1  18.2   1   1   2.1e-27   3.6e-24   85.3  18.2    15   214    25   234    22   238 0.71 -
TRINITY_DN2575_c0_g1_i2:189-935  -            249 105028at7898         -            218   1.2e-25   90.1  18.2   1   1   2.1e-27   3.6e-24   85.3  18.2    15   214    25   234    22   238 0.71 -
TRINITY_DN2575_c0_g1_i3:189-935  -            249 105028at7898         -            218   1.2e-25   90.1  18.2   1   1   2.1e-27   3.6e-24   85.3  18.2    15   214    25   234    22   238 0.71 -
TRINITY_DN2575_c0_g1_i6:189-935  -            249 105028at7898         -            218   1.2e-25   90.1  18.2   1   1   2.1e-27   3.6e-24   85.3  18.2    15   214    25   234    22   238 0.71 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/105028at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/initial_run_results/105028at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/105028at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 12:53:02 2022
# [ok]
