#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN6641_c0_g2_i1:316-1455 -            380 90390at7898          -            287    7e-153  507.8  14.1   1   4     1e-54   2.3e-51  174.7   0.2     1    86    15   100    15   104 0.98 -
TRINITY_DN6641_c0_g2_i1:316-1455 -            380 90390at7898          -            287    7e-153  507.8  14.1   2   4   2.9e-36   6.6e-33  114.1   0.0    83   150   125   197   122   205 0.91 -
TRINITY_DN6641_c0_g2_i1:316-1455 -            380 90390at7898          -            287    7e-153  507.8  14.1   3   4   2.5e-13   5.8e-10   38.8   0.0   149   183   215   249   211   257 0.92 -
TRINITY_DN6641_c0_g2_i1:316-1455 -            380 90390at7898          -            287    7e-153  507.8  14.1   4   4   7.8e-58   1.8e-54  184.9   3.9   182   287   274   379   271   379 0.98 -
TRINITY_DN8513_c0_g1_i10:122-955 -            278 90390at7898          -            287   0.00016   20.9   0.1   1   2   1.3e-06    0.0029   16.8   0.1    26   140    50   163    42   173 0.90 -
TRINITY_DN8513_c0_g1_i10:122-955 -            278 90390at7898          -            287   0.00016   20.9   0.1   2   2     0.039        89    2.1   0.0   185   206   246   267   224   278 0.64 -
TRINITY_DN8513_c0_g1_i13:122-955 -            278 90390at7898          -            287   0.00016   20.9   0.1   1   2   1.3e-06    0.0029   16.8   0.1    26   140    50   163    42   173 0.90 -
TRINITY_DN8513_c0_g1_i13:122-955 -            278 90390at7898          -            287   0.00016   20.9   0.1   2   2     0.039        89    2.1   0.0   185   206   246   267   224   278 0.64 -
TRINITY_DN8513_c0_g1_i18:122-955 -            278 90390at7898          -            287   0.00016   20.9   0.1   1   2   1.3e-06    0.0029   16.8   0.1    26   140    50   163    42   173 0.90 -
TRINITY_DN8513_c0_g1_i18:122-955 -            278 90390at7898          -            287   0.00016   20.9   0.1   2   2     0.039        89    2.1   0.0   185   206   246   267   224   278 0.64 -
TRINITY_DN8513_c0_g1_i19:122-955 -            278 90390at7898          -            287   0.00016   20.9   0.1   1   2   1.3e-06    0.0029   16.8   0.1    26   140    50   163    42   173 0.90 -
TRINITY_DN8513_c0_g1_i19:122-955 -            278 90390at7898          -            287   0.00016   20.9   0.1   2   2     0.039        89    2.1   0.0   185   206   246   267   224   278 0.64 -
TRINITY_DN8513_c0_g1_i2:122-955  -            278 90390at7898          -            287   0.00016   20.9   0.1   1   2   1.3e-06    0.0029   16.8   0.1    26   140    50   163    42   173 0.90 -
TRINITY_DN8513_c0_g1_i2:122-955  -            278 90390at7898          -            287   0.00016   20.9   0.1   2   2     0.039        89    2.1   0.0   185   206   246   267   224   278 0.64 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/90390at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/initial_run_results/90390at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/90390at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 12:54:36 2022
# [ok]
