#                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN36758_c1_g2_i1:18-416    -            133 101472at7898         -            208   7.7e-24   84.1   0.3   1   1   4.6e-26   9.3e-24   83.8   0.3   123   197    25   101    15   112 0.83 -
TRINITY_DN36758_c1_g1_i1:451-1038  -            196 101472at7898         -            208   2.9e-22   78.9   1.0   1   1     2e-24   4.1e-22   78.4   1.0   115   189   102   176    96   186 0.88 -
TRINITY_DN30176_c0_g2_i1:26-220    -             65 101472at7898         -            208   4.2e-21   75.1   2.6   1   1   2.2e-23   4.4e-21   75.0   2.6   125   187     2    64     1    65 0.96 -
TRINITY_DN35166_c0_g2_i1:295-747   -            151 101472at7898         -            208   4.4e-21   75.1   0.8   1   1   2.8e-23   5.7e-21   74.7   0.8   126   184    86   144    69   151 0.92 -
TRINITY_DN35166_c0_g3_i1:649-1038  -            130 101472at7898         -            208     5e-21   74.9   0.8   1   1   2.7e-23   5.5e-21   74.7   0.8   118   182    65   129    28   130 0.78 -
TRINITY_DN35166_c0_g3_i2:687-1076  -            130 101472at7898         -            208     5e-21   74.9   0.8   1   1   2.7e-23   5.5e-21   74.7   0.8   118   182    65   129    28   130 0.78 -
TRINITY_DN35166_c0_g1_i1:259-768   -            170 101472at7898         -            208   6.7e-21   74.5   2.3   1   1   5.6e-23   1.1e-20   73.7   2.3   123   182   106   165    87   169 0.89 -
TRINITY_DN4001_c1_g2_i6:90-884     -            265 101472at7898         -            208   9.4e-21   74.0   0.0   1   1   7.2e-23   1.5e-20   73.4   0.0   123   188    15    80     8    88 0.89 -
TRINITY_DN4001_c1_g2_i1:847-2112   -            422 101472at7898         -            208   9.9e-21   73.9   0.0   1   1     9e-23   1.8e-20   73.0   0.0   122   188   170   236   130   244 0.85 -
TRINITY_DN4001_c1_g2_i4:1222-2487  -            422 101472at7898         -            208   9.9e-21   73.9   0.0   1   1     9e-23   1.8e-20   73.0   0.0   122   188   170   236   130   244 0.85 -
TRINITY_DN4001_c1_g2_i5:847-2112   -            422 101472at7898         -            208   9.9e-21   73.9   0.0   1   1     9e-23   1.8e-20   73.0   0.0   122   188   170   236   130   244 0.85 -
TRINITY_DN3571_c0_g1_i1:620-817    -             66 101472at7898         -            208   3.1e-19   69.0   4.5   1   1   1.6e-21   3.3e-19   68.9   4.5   129   183     1    55     1    65 0.92 -
TRINITY_DN3571_c0_g1_i2:647-844    -             66 101472at7898         -            208   3.1e-19   69.0   4.5   1   1   1.6e-21   3.3e-19   68.9   4.5   129   183     1    55     1    65 0.92 -
TRINITY_DN16451_c1_g1_i1:816-1304  -            163 101472at7898         -            208   5.2e-19   68.3   1.7   1   2       1.6   3.2e+02    0.4   0.0    25    38    27    40    19    79 0.71 -
TRINITY_DN16451_c1_g1_i1:816-1304  -            163 101472at7898         -            208   5.2e-19   68.3   1.7   2   2   5.1e-21     1e-18   67.3   0.4   123   182   104   163    80   163 0.94 -
TRINITY_DN69039_c0_g1_i1:93-290    -             66 101472at7898         -            208   2.2e-18   66.3   2.8   1   1   1.1e-20   2.3e-18   66.2   2.8   134   183     3    52     1    61 0.92 -
TRINITY_DN6999_c0_g1_i1:450-980    -            177 101472at7898         -            208   1.1e-16   60.7   2.7   1   1   7.4e-19   1.5e-16   60.2   2.7    85   183    80   175    44   177 0.80 -
TRINITY_DN36495_c0_g1_i1:132-554   -            141 101472at7898         -            208   8.1e-16   57.9   0.2   1   1   4.3e-18   8.7e-16   57.8   0.2    90   181    49   140    21   141 0.89 -
TRINITY_DN11792_c0_g1_i2:136-723   -            196 101472at7898         -            208     2e-15   56.6   0.9   1   1   1.3e-17   2.6e-15   56.2   0.9    99   187    99   191    89   196 0.80 -
