#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN12254_c0_g1_i4:68-1453 -            462 83194at7898          -            348  3.3e-204  677.0  17.2   1   3  4.1e-162  1.4e-158  527.0   2.1     3   247     6   250     1   264 0.97 -
TRINITY_DN12254_c0_g1_i4:68-1453 -            462 83194at7898          -            348  3.3e-204  677.0  17.2   2   3   4.9e-06     0.017   13.7   0.2   242   283   276   326   262   337 0.84 -
TRINITY_DN12254_c0_g1_i4:68-1453 -            462 83194at7898          -            348  3.3e-204  677.0  17.2   3   3   6.5e-46   2.2e-42  144.8   3.2   233   348   347   462   329   462 0.89 -
TRINITY_DN12254_c0_g1_i2:68-1411 -            448 83194at7898          -            348  2.1e-202  671.2  20.0   1   3  3.7e-162  1.3e-158  527.1   2.1     3   247     6   250     1   264 0.97 -
TRINITY_DN12254_c0_g1_i2:68-1411 -            448 83194at7898          -            348  2.1e-202  671.2  20.0   2   3   4.9e-06     0.017   13.7   0.2   243   283   277   326   264   337 0.84 -
TRINITY_DN12254_c0_g1_i2:68-1411 -            448 83194at7898          -            348  2.1e-202  671.2  20.0   3   3   4.6e-44   1.6e-40  138.7   6.1   271   348   371   448   327   448 0.86 -
TRINITY_DN12254_c0_g1_i1:68-1372 -            435 83194at7898          -            348  5.6e-201  666.4  19.9   1   3  3.5e-162  1.2e-158  527.2   2.1     3   247     6   250     1   264 0.97 -
TRINITY_DN12254_c0_g1_i1:68-1372 -            435 83194at7898          -            348  5.6e-201  666.4  19.9   2   3   8.9e-06     0.031   12.8   0.3   242   282   276   325   260   331 0.82 -
TRINITY_DN12254_c0_g1_i1:68-1372 -            435 83194at7898          -            348  5.6e-201  666.4  19.9   3   3   3.1e-43   1.1e-39  136.0   4.8   270   348   358   435   330   435 0.90 -
TRINITY_DN12254_c0_g1_i3:68-925  -            286 83194at7898          -            348  2.8e-158  526.0   1.7   1   1  9.9e-162  3.4e-158  525.7   1.7     3   247     6   250     1   263 0.97 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/83194at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/initial_run_results/83194at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/83194at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 12:54:18 2022
# [ok]
