#                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN49588_c0_g1_i1:97-960    -            288 92569at7898          -            242  4.8e-145  480.8   6.3   1   1  7.5e-145    7e-142  470.4   6.3     1   235    17   266    17   288 0.93 -
TRINITY_DN2040_c0_g2_i4:105-1721   -            539 92569at7898          -            242   4.7e-17   61.7   0.1   1   1     1e-19   9.2e-17   60.7   0.1    40   151   414   524   397   538 0.86 -
TRINITY_DN2040_c0_g2_i2:105-1721   -            539 92569at7898          -            242   4.8e-17   61.7   0.1   1   1     1e-19   9.4e-17   60.7   0.1    40   151   414   524   399   538 0.86 -
TRINITY_DN2040_c0_g2_i3:105-1727   -            541 92569at7898          -            242     5e-17   61.6   0.1   1   1   1.1e-19   9.7e-17   60.7   0.1    40   151   416   526   405   540 0.85 -
TRINITY_DN2040_c0_g2_i5:105-1727   -            541 92569at7898          -            242     5e-17   61.6   0.1   1   1   1.1e-19   9.7e-17   60.7   0.1    40   151   416   526   405   540 0.85 -
TRINITY_DN2040_c0_g2_i6:105-1727   -            541 92569at7898          -            242     5e-17   61.6   0.1   1   1   1.1e-19   9.7e-17   60.7   0.1    40   151   416   526   405   540 0.85 -
TRINITY_DN67300_c0_g1_i1:155-1462  -            436 92569at7898          -            242   8.6e-14   51.0   0.4   1   2       5.4     5e+03   -3.9   0.3   201   217   147   163   126   178 0.53 -
TRINITY_DN67300_c0_g1_i1:155-1462  -            436 92569at7898          -            242   8.6e-14   51.0   0.4   2   2   9.3e-17   8.6e-14   51.0   0.4    44   146   335   435   318   436 0.89 -
TRINITY_DN4279_c0_g2_i1:345-1817   -            491 92569at7898          -            242   2.5e-06   26.6  11.4   1   3       0.3   2.7e+02    0.2   0.1    47    70   102   125    82   135 0.81 -
TRINITY_DN4279_c0_g2_i1:345-1817   -            491 92569at7898          -            242   2.5e-06   26.6  11.4   2   3     1e-05    0.0094   14.8   0.1    98   147   192   246   182   256 0.81 -
TRINITY_DN4279_c0_g2_i1:345-1817   -            491 92569at7898          -            242   2.5e-06   26.6  11.4   3   3   2.8e-05     0.025   13.4   3.7    95   147   418   476   342   480 0.72 -
TRINITY_DN4279_c0_g2_i4:345-1817   -            491 92569at7898          -            242   2.5e-06   26.6  11.4   1   3       0.3   2.7e+02    0.2   0.1    47    70   102   125    82   135 0.81 -
TRINITY_DN4279_c0_g2_i4:345-1817   -            491 92569at7898          -            242   2.5e-06   26.6  11.4   2   3     1e-05    0.0094   14.8   0.1    98   147   192   246   182   256 0.81 -
TRINITY_DN4279_c0_g2_i4:345-1817   -            491 92569at7898          -            242   2.5e-06   26.6  11.4   3   3   2.8e-05     0.025   13.4   3.7    95   147   418   476   342   480 0.72 -
TRINITY_DN7561_c0_g1_i4:651-2627   -            659 92569at7898          -            242   0.00086   18.2   1.2   1   1   3.3e-06     0.003   16.5   1.2   102   149   175   225    97   271 0.78 -
TRINITY_DN7561_c0_g1_i2:693-2556   -            619 92569at7898          -            242    0.0029   16.5   1.2   1   3   3.2e-06    0.0029   16.5   1.2   102   148   141   191    63   223 0.76 -
TRINITY_DN7561_c0_g1_i2:693-2556   -            619 92569at7898          -            242    0.0029   16.5   1.2   2   3       3.3     3e+03   -3.2   0.5   174   220   316   365   300   378 0.63 -
TRINITY_DN7561_c0_g1_i2:693-2556   -            619 92569at7898          -            242    0.0029   16.5   1.2   3   3       1.4   1.2e+03   -1.9   0.1   157   179   404   426   397   434 0.82 -
TRINITY_DN36030_c0_g2_i1:351-1575  -            372 92569at7898          -            242      0.14   11.0   0.1   1   1   0.00015      0.14   11.0   0.1   202   237   263   298   244   302 0.91 -
TRINITY_DN36030_c0_g2_i11:351-1469 -            373 92569at7898          -            242      0.14   11.0   0.1   1   1   0.00016      0.14   11.0   0.1   203   237   264   298   245   302 0.91 -
TRINITY_DN36030_c0_g2_i4:351-1463  -            371 92569at7898          -            242       1.7    7.5   5.8   1   1    0.0001     0.093   11.6   0.2   202   237   261   296   238   300 0.91 -
TRINITY_DN36030_c0_g2_i7:314-1432  -            373 92569at7898          -            242       1.9    7.3   5.8   1   1    0.0001     0.094   11.6   0.2   202   237   263   298   240   302 0.91 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/92569at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/initial_run_results/92569at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/92569at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 12:54:34 2022
# [ok]
