#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN6991_c0_g2_i1:48-761   -            238 101323at7898         -            188  8.5e-105  347.9   1.5   1   1  7.5e-106  1.3e-102  340.8   1.5     1   188     1   213     1   213 0.94 -
TRINITY_DN2066_c0_g1_i5:510-1121 -            204 101323at7898         -            188   2.6e-46  157.2   0.0   1   1     1e-47   1.8e-44  151.2   0.0    30   186    16   192     1   194 0.85 -
TRINITY_DN2066_c0_g1_i4:674-1255 -            194 101323at7898         -            188   1.9e-45  154.4   0.0   1   1     8e-47   1.4e-43  148.4   0.0    30   186    16   192     1   194 0.85 -
TRINITY_DN2066_c0_g1_i3:674-1255 -            194 101323at7898         -            188   9.2e-45  152.2   0.0   1   1   1.5e-46   2.6e-43  147.4   0.0    30   186    16   192     1   194 0.84 -
TRINITY_DN3830_c0_g3_i2:13-1141  -            330 101323at7898         -            188     7e-11   41.7   0.0   1   1   7.8e-14   1.4e-10   40.8   0.0    32   107     8    83     3    98 0.87 -
TRINITY_DN3830_c0_g3_i3:13-1002  -            330 101323at7898         -            188     7e-11   41.7   0.0   1   1   7.8e-14   1.4e-10   40.8   0.0    32   107     8    83     3    98 0.87 -
TRINITY_DN666_c3_g1_i1:100-1002  -            301 101323at7898         -            188   1.1e-10   41.0   0.0   1   1   1.2e-13   2.1e-10   40.2   0.0    33   110     1    80     1    90 0.91 -
TRINITY_DN3830_c0_g3_i1:13-1005  -            331 101323at7898         -            188   1.5e-10   40.6   0.0   1   1   1.5e-13   2.7e-10   39.8   0.0    32   113     8    90     3    99 0.86 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/101323at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/initial_run_results/101323at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/101323at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 12:53:00 2022
# [ok]
