#                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN41665_c0_g1_i1:1-897     -            299 96316at7898          -            384  1.2e-175  583.5   0.4   1   1  1.1e-178  1.3e-175  583.4   0.4    19   302     3   299     1   299 0.97 -
TRINITY_DN12273_c0_g1_i3:146-1000  -            285 96316at7898          -            384   5.1e-79  265.4   0.1   1   1   4.5e-82   5.7e-79  265.3   0.1     1   275     1   285     1   285 0.89 -
TRINITY_DN12273_c0_g1_i1:146-1000  -            285 96316at7898          -            384   6.3e-77  258.5   0.2   1   1   5.6e-80   7.1e-77  258.4   0.2     1   275     1   285     1   285 0.90 -
TRINITY_DN36531_c0_g1_i2:140-1084  -            315 96316at7898          -            384   1.6e-39  135.4   0.5   1   2   3.9e-08   4.9e-05   21.9   0.1    67   113    53    98    22   115 0.73 -
TRINITY_DN36531_c0_g1_i2:140-1084  -            315 96316at7898          -            384   1.6e-39  135.4   0.5   2   2   1.9e-35   2.4e-32  111.8   0.0   155   301   174   313   160   315 0.89 -
TRINITY_DN1085_c0_g1_i4:197-817    -            207 96316at7898          -            384      0.04   12.3   8.3   1   1   3.8e-05     0.048   12.1   8.3   271   351   109   185   101   207 0.61 -
TRINITY_DN1085_c0_g1_i5:494-1114   -            207 96316at7898          -            384      0.04   12.3   8.3   1   1   3.8e-05     0.048   12.1   8.3   271   351   109   185   101   207 0.61 -
TRINITY_DN1085_c0_g1_i6:479-1099   -            207 96316at7898          -            384      0.04   12.3   8.3   1   1   3.8e-05     0.048   12.1   8.3   271   351   109   185   101   207 0.61 -
TRINITY_DN1085_c0_g1_i12:1769-2428 -            220 96316at7898          -            384       3.4    6.0  14.9   1   1    0.0032         4    5.7  14.9   273   375   121   212   112   220 0.46 -
TRINITY_DN1085_c0_g1_i13:1751-2410 -            220 96316at7898          -            384       3.4    6.0  14.9   1   1    0.0032         4    5.7  14.9   273   375   121   212   112   220 0.46 -
TRINITY_DN1085_c0_g1_i14:466-1125  -            220 96316at7898          -            384       3.4    6.0  14.9   1   1    0.0032         4    5.7  14.9   273   375   121   212   112   220 0.46 -
TRINITY_DN1085_c0_g1_i2:1156-1815  -            220 96316at7898          -            384       3.4    6.0  14.9   1   1    0.0032         4    5.7  14.9   273   375   121   212   112   220 0.46 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/96316at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/initial_run_results/96316at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/96316at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 12:54:31 2022
# [ok]
